,Exercise,URL,Main Muscle Group,Type,Equipment,Picture_A,Picture_B
928,Machine Single-Leg Press  ,https://www.jefit.com/exercises/1255/Machine-Single-Leg-Press--,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5020.jpg,https://www.jefit.com/images/exercises/1080_664/5021.jpg
929,Machine Squat,https://www.jefit.com/exercises/129/Machine-Squat,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/516.jpg,https://www.jefit.com/images/exercises/1080_664/517.jpg
930,Machine T-Bar Reverse Grip Row,https://www.jefit.com/exercises/1047/Machine-T-Bar-Reverse-Grip-Row,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4188.jpg,https://www.jefit.com/images/exercises/1080_664/4189.jpg
931,Machine Tricep Extension,https://www.jefit.com/exercises/253/Machine-Tricep-Extension,Triceps,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/1012.jpg,https://www.jefit.com/images/exercises/1080_664/1013.jpg
932,Machine Unilateral Row,https://www.jefit.com/exercises/1265/Machine-Unilateral-Row,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5060.jpg,https://www.jefit.com/images/exercises/1080_664/5061.jpg
933,Machine Wide Stance Leg Press,https://www.jefit.com/exercises/1309/Machine-Wide-Stance-Leg-Press,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5236.jpg,https://www.jefit.com/images/exercises/1080_664/5236.jpg
934,Machine Wide Stance Leg Press ,https://www.jefit.com/exercises/1251/Machine-Wide-Stance-Leg-Press-,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5004.jpg,https://www.jefit.com/images/exercises/1080_664/5005.jpg
935,Medicine Ball Bicep Curl on Stability Ball,https://www.jefit.com/exercises/291/Medicine-Ball-Bicep-Curl-on-Stability-Ball,Biceps,Strength,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/1164.jpg,https://www.jefit.com/images/exercises/1080_664/1165.jpg
936,Medicine Ball Catch and Throw,https://www.jefit.com/exercises/810/Medicine-Ball-Catch-and-Throw,Back,Strength,Others,https://www.jefit.com/images/exercises/1080_664/3240.jpg,https://www.jefit.com/images/exercises/1080_664/3241.jpg
937,Medicine Ball Chest Pass,https://www.jefit.com/exercises/854/Medicine-Ball-Chest-Pass,Chest,Strength,Others,https://www.jefit.com/images/exercises/1080_664/3416.jpg,https://www.jefit.com/images/exercises/1080_664/3417.jpg
938,Medicine Ball Chest Push ,https://www.jefit.com/exercises/838/Medicine-Ball-Chest-Push-,Chest,Strength,Others,https://www.jefit.com/images/exercises/1080_664/3352.jpg,https://www.jefit.com/images/exercises/1080_664/3353.jpg
939,Medicine Ball Chest Push ,https://www.jefit.com/exercises/839/Medicine-Ball-Chest-Push-,Chest,Strength,Others,https://www.jefit.com/images/exercises/1080_664/3352.jpg,https://www.jefit.com/images/exercises/1080_664/3353.jpg
940,Medicine Ball Chest Push from Stance,https://www.jefit.com/exercises/842/Medicine-Ball-Chest-Push-from-Stance,Chest,Strength,Others,https://www.jefit.com/images/exercises/1080_664/3368.jpg,https://www.jefit.com/images/exercises/1080_664/3369.jpg
941,Medicine Ball Chest Push to Run,https://www.jefit.com/exercises/841/Medicine-Ball-Chest-Push-to-Run,Chest,Strength,Others,https://www.jefit.com/images/exercises/1080_664/3364.jpg,https://www.jefit.com/images/exercises/1080_664/3365.jpg
942,Medicine Ball Decline One-Arm Overhead Throw,https://www.jefit.com/exercises/801/Medicine-Ball-Decline-One-Arm-Overhead-Throw,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3204.jpg,https://www.jefit.com/images/exercises/1080_664/3205.jpg
943,Medicine Ball Decline Two-Arm Overhead Throw,https://www.jefit.com/exercises/802/Medicine-Ball-Decline-Two-Arm-Overhead-Throw,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3208.jpg,https://www.jefit.com/images/exercises/1080_664/3209.jpg
944,Medicine Ball One-Arm Overhead Throw,https://www.jefit.com/exercises/799/Medicine-Ball-One-Arm-Overhead-Throw,Abs,Strength,Others,https://www.jefit.com/images/exercises/1080_664/3196.jpg,https://www.jefit.com/images/exercises/1080_664/3197.jpg
945,Medicine Ball Overhead Slam,https://www.jefit.com/exercises/826/Medicine-Ball-Overhead-Slam,Back,Strength,Others,https://www.jefit.com/images/exercises/1080_664/3304.jpg,https://www.jefit.com/images/exercises/1080_664/3305.jpg
946,Medicine Ball Overhead Throw,https://www.jefit.com/exercises/868/Medicine-Ball-Overhead-Throw,Shoulders,Strength,Others,https://www.jefit.com/images/exercises/1080_664/3472.jpg,https://www.jefit.com/images/exercises/1080_664/3473.jpg
947,Medicine Ball Rotation,https://www.jefit.com/exercises/790/Medicine-Ball-Rotation,Abs,Strength,Others,https://www.jefit.com/images/exercises/1080_664/3160.jpg,https://www.jefit.com/images/exercises/1080_664/3161.jpg
948,Medicine Ball Supine Chest Throw,https://www.jefit.com/exercises/890/Medicine-Ball-Supine-Chest-Throw,Triceps,Strength,Others,https://www.jefit.com/images/exercises/1080_664/3560.jpg,https://www.jefit.com/images/exercises/1080_664/3561.jpg
949,Medicine Ball Two-Arm Overhead Throw,https://www.jefit.com/exercises/800/Medicine-Ball-Two-Arm-Overhead-Throw,Abs,Strength,Others,https://www.jefit.com/images/exercises/1080_664/3200.jpg,https://www.jefit.com/images/exercises/1080_664/3201.jpg
950,Mighty Pose,https://www.jefit.com/exercises/519/Mighty-Pose,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2076.jpg,https://www.jefit.com/images/exercises/1080_664/2077.jpg
951,Mixed Grip Chin-Up,https://www.jefit.com/exercises/823/Mixed-Grip-Chin-Up,Back,Strength,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/3292.jpg,https://www.jefit.com/images/exercises/1080_664/3293.jpg
952,Modified Push-Up to Forearms,https://www.jefit.com/exercises/627/Modified-Push-Up-to-Forearms,Forearm,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/2508.jpg,https://www.jefit.com/images/exercises/1080_664/2509.jpg
953,Mountain Biking,https://www.jefit.com/exercises/313/Mountain-Biking,Cardio,Cardio,Others,https://www.jefit.com/images/exercises/1080_664/1252.jpg,https://www.jefit.com/images/exercises/1080_664/1252.jpg
954,Mountain Climber,https://www.jefit.com/exercises/484/Mountain-Climber,Upper Legs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/1936.jpg,https://www.jefit.com/images/exercises/1080_664/1937.jpg
955,Narrow Grip Lat Pulldown,https://www.jefit.com/exercises/696/Narrow-Grip-Lat-Pulldown,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/2784.jpg,https://www.jefit.com/images/exercises/1080_664/2785.jpg
956,Narrow Stance Hack Squat,https://www.jefit.com/exercises/485/Narrow-Stance-Hack-Squat,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/1940.jpg,https://www.jefit.com/images/exercises/1080_664/1941.jpg
957,Narrow Stance Leg Press,https://www.jefit.com/exercises/486/Narrow-Stance-Leg-Press,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/1944.jpg,https://www.jefit.com/images/exercises/1080_664/1945.jpg
958,Neck Press,https://www.jefit.com/exercises/855/Neck-Press,Chest,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/3420.jpg,https://www.jefit.com/images/exercises/1080_664/3421.jpg
959,Oblique Crunch,https://www.jefit.com/exercises/64/Oblique-Crunch,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/256.jpg,https://www.jefit.com/images/exercises/1080_664/257.jpg
960,One-Arm Chin-Up,https://www.jefit.com/exercises/357/One-Arm-Chin-Up,Back,Strength,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/1428.jpg,https://www.jefit.com/images/exercises/1080_664/1429.jpg
961,One-Arm Dome Push-Up,https://www.jefit.com/exercises/172/One-Arm-Dome-Push-Up,Chest,Strength,Others,https://www.jefit.com/images/exercises/1080_664/688.jpg,https://www.jefit.com/images/exercises/1080_664/689.jpg
962,One-Arm Hang,https://www.jefit.com/exercises/358/One-Arm-Hang,Back,Stretching,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/1432.jpg,https://www.jefit.com/images/exercises/1080_664/1432.jpg
963,One-Arm Wall Stretch,https://www.jefit.com/exercises/824/One-Arm-Wall-Stretch,Back,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3296.jpg,https://www.jefit.com/images/exercises/1080_664/3297.jpg
964,Overhead Stretch,https://www.jefit.com/exercises/793/Overhead-Stretch,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3172.jpg,https://www.jefit.com/images/exercises/1080_664/3173.jpg
965,Parallel Bar Hip Flexion,https://www.jefit.com/exercises/674/Parallel-Bar-Hip-Flexion,Abs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/2696.jpg,https://www.jefit.com/images/exercises/1080_664/2697.jpg
966,Parallel Bar Hip Raise,https://www.jefit.com/exercises/335/Parallel-Bar-Hip-Raise,Abs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/1340.jpg,https://www.jefit.com/images/exercises/1080_664/1341.jpg
967,Parallel Bar Leg Raise,https://www.jefit.com/exercises/1273/Parallel-Bar-Leg-Raise,Abs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5092.jpg,https://www.jefit.com/images/exercises/1080_664/5093.jpg
968,Passive Opening Twist,https://www.jefit.com/exercises/520/Passive-Opening-Twist,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2080.jpg,https://www.jefit.com/images/exercises/1080_664/2081.jpg
969,Pelvic Tilt to Glute Bridge,https://www.jefit.com/exercises/827/Pelvic-Tilt-to-Glute-Bridge,Back,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3308.jpg,https://www.jefit.com/images/exercises/1080_664/3309.jpg
970,Peroneal Stretch,https://www.jefit.com/exercises/961/Peroneal-Stretch,Lower Legs,Stretching,Bands,https://www.jefit.com/images/exercises/1080_664/3844.jpg,https://www.jefit.com/images/exercises/1080_664/3845.jpg
971,Pilates,https://www.jefit.com/exercises/314/Pilates,Cardio,Cardio,Body Only,https://www.jefit.com/images/exercises/1080_664/1256.jpg,https://www.jefit.com/images/exercises/1080_664/1257.jpg
972,Pin Press,https://www.jefit.com/exercises/888/Pin-Press,Triceps,Powerlifting,Barbell,https://www.jefit.com/images/exercises/1080_664/3552.jpg,https://www.jefit.com/images/exercises/1080_664/3553.jpg
973,Plank,https://www.jefit.com/exercises/631/Plank,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/2524.jpg,https://www.jefit.com/images/exercises/1080_664/2525.jpg
974,Plank with Side Kick,https://www.jefit.com/exercises/628/Plank-with-Side-Kick,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/2512.jpg,https://www.jefit.com/images/exercises/1080_664/2513.jpg
975,Plyo Push-Up,https://www.jefit.com/exercises/857/Plyo-Push-Up,Chest,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3428.jpg,https://www.jefit.com/images/exercises/1080_664/3429.jpg
976,Posterior Capsule Stretch,https://www.jefit.com/exercises/566/Posterior-Capsule-Stretch,Shoulders,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2264.jpg,https://www.jefit.com/images/exercises/1080_664/2265.jpg
977,Posterior Tibialis Stretch,https://www.jefit.com/exercises/962/Posterior-Tibialis-Stretch,Lower Legs,Stretching,Bands,https://www.jefit.com/images/exercises/1080_664/3848.jpg,https://www.jefit.com/images/exercises/1080_664/3849.jpg
978,Preacher Curl Machine,https://www.jefit.com/exercises/271/Preacher-Curl-Machine,Biceps,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/1084.jpg,https://www.jefit.com/images/exercises/1080_664/1085.jpg
979,Prisoner Squat,https://www.jefit.com/exercises/750/Prisoner-Squat,Upper Legs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3000.jpg,https://www.jefit.com/images/exercises/1080_664/3001.jpg
980,Prone Back Extension,https://www.jefit.com/exercises/337/Prone-Back-Extension,Back,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/1348.jpg,https://www.jefit.com/images/exercises/1080_664/1349.jpg
981,Prone Leg Curl,https://www.jefit.com/exercises/160/Prone-Leg-Curl,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/640.jpg,https://www.jefit.com/images/exercises/1080_664/641.jpg
982,Pull-Up,https://www.jefit.com/exercises/83/Pull-Up,Back,Strength,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/332.jpg,https://www.jefit.com/images/exercises/1080_664/333.jpg
983,Push-Up,https://www.jefit.com/exercises/47/Push-Up,Chest,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/188.jpg,https://www.jefit.com/images/exercises/1080_664/189.jpg
984,Push-Up On Exercise Dome,https://www.jefit.com/exercises/170/Push-Up-On-Exercise-Dome,Chest,Strength,Others,https://www.jefit.com/images/exercises/1080_664/680.jpg,https://www.jefit.com/images/exercises/1080_664/681.jpg
985,Push-Up to Side Plank,https://www.jefit.com/exercises/858/Push-Up-to-Side-Plank,Chest,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3432.jpg,https://www.jefit.com/images/exercises/1080_664/3433.jpg
986,Quad Stretch,https://www.jefit.com/exercises/921/Quad-Stretch,Upper Legs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3684.jpg,https://www.jefit.com/images/exercises/1080_664/3685.jpg
987,Quadricep Stretch,https://www.jefit.com/exercises/567/Quadricep-Stretch,Upper Legs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2268.jpg,https://www.jefit.com/images/exercises/1080_664/2269.jpg
988,Reach and Catch,https://www.jefit.com/exercises/991/Reach-and-Catch,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3964.jpg,https://www.jefit.com/images/exercises/1080_664/3965.jpg
989,Reclining Big Toe Pose,https://www.jefit.com/exercises/521/Reclining-Big-Toe-Pose,Upper Legs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2084.jpg,https://www.jefit.com/images/exercises/1080_664/2085.jpg
990,Recumbent Bike,https://www.jefit.com/exercises/923/Recumbent-Bike,Cardio,Cardio,Machine - Cardio,https://www.jefit.com/images/exercises/1080_664/3692.jpg,https://www.jefit.com/images/exercises/1080_664/3692.jpg
991,Reverse Crunch,https://www.jefit.com/exercises/338/Reverse-Crunch,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/1352.jpg,https://www.jefit.com/images/exercises/1080_664/1353.jpg
992,Reverse Grip Lat Pull Down,https://www.jefit.com/exercises/1246/Reverse-Grip-Lat-Pull-Down,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4984.jpg,https://www.jefit.com/images/exercises/1080_664/4985.jpg
993,Reverse Grip Vertical Row,https://www.jefit.com/exercises/1267/Reverse-Grip-Vertical-Row,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5068.jpg,https://www.jefit.com/images/exercises/1080_664/5069.jpg
994,Reverse Hack Squat,https://www.jefit.com/exercises/1199/Reverse-Hack-Squat,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4796.jpg,https://www.jefit.com/images/exercises/1080_664/4797.jpg
995,Reverse Hyper on Flat Bench,https://www.jefit.com/exercises/733/Reverse-Hyper-on-Flat-Bench,Glutes,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/2932.jpg,https://www.jefit.com/images/exercises/1080_664/2933.jpg
996,Revolved Abdomen Pose ,https://www.jefit.com/exercises/522/Revolved-Abdomen-Pose-,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2088.jpg,https://www.jefit.com/images/exercises/1080_664/2089.jpg
997,Road Cycling,https://www.jefit.com/exercises/315/Road-Cycling,Cardio,Cardio,Others,https://www.jefit.com/images/exercises/1080_664/1260.jpg,https://www.jefit.com/images/exercises/1080_664/1260.jpg
998,Rocket Jump,https://www.jefit.com/exercises/924/Rocket-Jump,Upper Legs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3696.jpg,https://www.jefit.com/images/exercises/1080_664/3697.jpg
999,Rocky Pull-Up ,https://www.jefit.com/exercises/360/Rocky-Pull-Up-,Back,Strength,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/1440.jpg,https://www.jefit.com/images/exercises/1080_664/1441.jpg
1000,Roll Down,https://www.jefit.com/exercises/523/Roll-Down,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2092.jpg,https://www.jefit.com/images/exercises/1080_664/2093.jpg
1001,Rolling,https://www.jefit.com/exercises/568/Rolling,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2272.jpg,https://www.jefit.com/images/exercises/1080_664/2273.jpg
1002,Roman Chair Rotational Knee Raise,https://www.jefit.com/exercises/992/Roman-Chair-Rotational-Knee-Raise,Abs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/2696.jpg,https://www.jefit.com/images/exercises/1080_664/2697.jpg
1003,Rotating Crunch,https://www.jefit.com/exercises/996/Rotating-Crunch,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3984.jpg,https://www.jefit.com/images/exercises/1080_664/3985.jpg
1004,Rotational Crunch,https://www.jefit.com/exercises/1000/Rotational-Crunch,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/4000.jpg,https://www.jefit.com/images/exercises/1080_664/4001.jpg
1005,Rotational Hanging Knee Raise,https://www.jefit.com/exercises/1001/Rotational-Hanging-Knee-Raise,Abs,Strength,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/4004.jpg,https://www.jefit.com/images/exercises/1080_664/4005.jpg
1006,Rotational Step-Up,https://www.jefit.com/exercises/578/Rotational-Step-Up,Upper Legs,Stretching,Bench,https://www.jefit.com/images/exercises/1080_664/2312.jpg,https://www.jefit.com/images/exercises/1080_664/2313.jpg
1007,Rowing,https://www.jefit.com/exercises/316/Rowing,Cardio,Cardio,Machine - Cardio,https://www.jefit.com/images/exercises/1080_664/1264.jpg,https://www.jefit.com/images/exercises/1080_664/1265.jpg
1008,Runner's Stretch,https://www.jefit.com/exercises/928/Runner,Upper Legs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3712.jpg,https://www.jefit.com/images/exercises/1080_664/3713.jpg
1009,Running,https://www.jefit.com/exercises/317/Running,Cardio,Cardio,Body Only,https://www.jefit.com/images/exercises/1080_664/1268.jpg,https://www.jefit.com/images/exercises/1080_664/1268.jpg
1010,Sage Twist 1,https://www.jefit.com/exercises/524/Sage-Twist-1,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2096.jpg,https://www.jefit.com/images/exercises/1080_664/2097.jpg
1011,Scalene Stretch,https://www.jefit.com/exercises/569/Scalene-Stretch,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2276.jpg,https://www.jefit.com/images/exercises/1080_664/2277.jpg
1012,Scissor Kick,https://www.jefit.com/exercises/340/Scissor-Kick,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/1360.jpg,https://www.jefit.com/images/exercises/1080_664/1361.jpg
1013,Scorpion,https://www.jefit.com/exercises/525/Scorpion,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2100.jpg,https://www.jefit.com/images/exercises/1080_664/2101.jpg
1014,Seated Bench Leg Pull-In,https://www.jefit.com/exercises/342/Seated-Bench-Leg-Pull-In,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/1368.jpg,https://www.jefit.com/images/exercises/1080_664/1369.jpg
1015,Seated Calf Raise,https://www.jefit.com/exercises/144/Seated-Calf-Raise,Lower Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/576.jpg,https://www.jefit.com/images/exercises/1080_664/577.jpg
1016,Seated Calf Stretch,https://www.jefit.com/exercises/963/Seated-Calf-Stretch,Lower Legs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3852.jpg,https://www.jefit.com/images/exercises/1080_664/3853.jpg
1017,Seated Floor Hamstring Stretch,https://www.jefit.com/exercises/930/Seated-Floor-Hamstring-Stretch,Upper Legs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3720.jpg,https://www.jefit.com/images/exercises/1080_664/3721.jpg
1018,Seated Glute Stretch,https://www.jefit.com/exercises/864/Seated-Glute-Stretch,Glutes,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3456.jpg,https://www.jefit.com/images/exercises/1080_664/3457.jpg
1019,Seated Hamstring and Calf Stretch,https://www.jefit.com/exercises/932/Seated-Hamstring-and-Calf-Stretch,Upper Legs,Stretching,Bands,https://www.jefit.com/images/exercises/1080_664/3728.jpg,https://www.jefit.com/images/exercises/1080_664/3729.jpg
1020,Seated Hamstring Stretch,https://www.jefit.com/exercises/931/Seated-Hamstring-Stretch,Upper Legs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3724.jpg,https://www.jefit.com/images/exercises/1080_664/3725.jpg
1021,Seated Leg Curl,https://www.jefit.com/exercises/161/Seated-Leg-Curl,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/644.jpg,https://www.jefit.com/images/exercises/1080_664/645.jpg
1022,Seated Leg Tuck,https://www.jefit.com/exercises/343/Seated-Leg-Tuck,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/1372.jpg,https://www.jefit.com/images/exercises/1080_664/1373.jpg
1023,Seated Overhead Stretch,https://www.jefit.com/exercises/796/Seated-Overhead-Stretch,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3184.jpg,https://www.jefit.com/images/exercises/1080_664/3185.jpg
1024,Seated Rotation,https://www.jefit.com/exercises/681/Seated-Rotation,Back,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/2724.jpg,https://www.jefit.com/images/exercises/1080_664/2725.jpg
1025,Seated Supinated Cable Wrist Curl,https://www.jefit.com/exercises/383/Seated-Supinated-Cable-Wrist-Curl,Forearm,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/488.jpg,https://www.jefit.com/images/exercises/1080_664/489.jpg
1026,Seated Tricep Dip,https://www.jefit.com/exercises/220/Seated-Tricep-Dip,Triceps,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/880.jpg,https://www.jefit.com/images/exercises/1080_664/881.jpg
1027,Seated Trunk Rotation,https://www.jefit.com/exercises/831/Seated-Trunk-Rotation,Back,Stretching,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/3324.jpg,https://www.jefit.com/images/exercises/1080_664/3325.jpg
1028,Seated Twist,https://www.jefit.com/exercises/507/Seated-Twist,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2028.jpg,https://www.jefit.com/images/exercises/1080_664/2029.jpg
1029,Seated Wide Angle Pose ,https://www.jefit.com/exercises/526/Seated-Wide-Angle-Pose-,Upper Legs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2104.jpg,https://www.jefit.com/images/exercises/1080_664/2105.jpg
1030,Shell Stretch,https://www.jefit.com/exercises/570/Shell-Stretch,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2280.jpg,https://www.jefit.com/images/exercises/1080_664/2281.jpg
1031,Shoulder Circles,https://www.jefit.com/exercises/880/Shoulder-Circles,Shoulders,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3520.jpg,https://www.jefit.com/images/exercises/1080_664/3521.jpg
1032,Shoulder Rotation,https://www.jefit.com/exercises/871/Shoulder-Rotation,Shoulders,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3484.jpg,https://www.jefit.com/images/exercises/1080_664/3485.jpg
1033,Shoulder Stretch,https://www.jefit.com/exercises/882/Shoulder-Stretch,Shoulders,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3528.jpg,https://www.jefit.com/images/exercises/1080_664/3529.jpg
1034,Side Angle Pose With Rotation,https://www.jefit.com/exercises/527/Side-Angle-Pose-With-Rotation,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2108.jpg,https://www.jefit.com/images/exercises/1080_664/2109.jpg
1035,Side Bridge,https://www.jefit.com/exercises/75/Side-Bridge,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/300.jpg,https://www.jefit.com/images/exercises/1080_664/301.jpg
1036,Side Hop-Sprint,https://www.jefit.com/exercises/933/Side-Hop-Sprint,Upper Legs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3732.jpg,https://www.jefit.com/images/exercises/1080_664/3733.jpg
1037,Side Jackknife,https://www.jefit.com/exercises/344/Side-Jackknife,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/1376.jpg,https://www.jefit.com/images/exercises/1080_664/1377.jpg
1038,Side Plank,https://www.jefit.com/exercises/633/Side-Plank,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/2532.jpg,https://www.jefit.com/images/exercises/1080_664/2533.jpg
1039,Side Step-Up,https://www.jefit.com/exercises/577/Side-Step-Up,Upper Legs,Stretching,Bench,https://www.jefit.com/images/exercises/1080_664/2308.jpg,https://www.jefit.com/images/exercises/1080_664/2309.jpg
1040,Side Wrist Pull,https://www.jefit.com/exercises/883/Side-Wrist-Pull,Shoulders,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3532.jpg,https://www.jefit.com/images/exercises/1080_664/3533.jpg
1041,Side-Lying Floor Stretch,https://www.jefit.com/exercises/830/Side-Lying-Floor-Stretch,Back,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3320.jpg,https://www.jefit.com/images/exercises/1080_664/3321.jpg
1042,Side-Lying Hip Flexor,https://www.jefit.com/exercises/557/Side-Lying-Hip-Flexor,Upper Legs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2228.jpg,https://www.jefit.com/images/exercises/1080_664/2229.jpg
1043,Side-Lying Quad Stretch,https://www.jefit.com/exercises/914/Side-Lying-Quad-Stretch,Upper Legs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3656.jpg,https://www.jefit.com/images/exercises/1080_664/3657.jpg
1044,Single Bench Dip,https://www.jefit.com/exercises/1189/Single-Bench-Dip,Triceps,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4756.jpg,https://www.jefit.com/images/exercises/1080_664/4757.jpg
1045,Single-Leg Butt Kick,https://www.jefit.com/exercises/935/Single-Leg-Butt-Kick,Upper Legs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3740.jpg,https://www.jefit.com/images/exercises/1080_664/3741.jpg
1046,Single-Leg Calf Raise,https://www.jefit.com/exercises/1236/Single-Leg-Calf-Raise,Lower Legs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/4944.jpg,https://www.jefit.com/images/exercises/1080_664/4945.jpg
1047,Single-Leg Curl,https://www.jefit.com/exercises/1200/Single-Leg-Curl,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4800.jpg,https://www.jefit.com/images/exercises/1080_664/4801.jpg
1048,Single-Leg Donkey Calf Raise,https://www.jefit.com/exercises/1235/Single-Leg-Donkey-Calf-Raise,Lower Legs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4940.jpg,https://www.jefit.com/images/exercises/1080_664/4941.jpg
